1394	2778	0.016896258572
4790	79155	-0.439632690755
324	10982	0.446099656831
5830	23410	-0.0404292690497
154796	7408	-0.0662346579177
26039	6597	0.391440682645
5347	3297	0.296647156545
79139	10134	-0.120858534418
10567	123920	0.225375372644
30011	1785	-0.0766219958079
5689	602	0.191367876526
1386	595	-0.0261578587417
5071	6129	-0.0152040409359
26173	5430	-0.199081011056
192669	7846	-0.226629657462
9136	7402	-0.278455312568
10206	396	-0.184736387485
7316	23191	-0.31493951582
7316	7748	-0.314252066531
5501	220004	-0.225705767313
30011	10300	-0.258373077214
6884	6874	0.340724254607
1537	55967	0.56186725897
7189	23193	0.145046061678
11007	51207	0.102987012182
3320	91607	-0.0430942995767
55914	4163	0.432987608001
4869	11316	0.161489908001
4722	6742	0.641842009524
55366	23310	0.268492715971
3320	2268	-0.0748499768974
6613	3181	0.391168653493
1026	1	0.163791696269
79850	6520	-0.0189993509148
23163	23062	0.447656649985
57154	3309	-0.200372700029
5007	23075	0.411696789609
57162	7321	0.417039410196
6118	5981	-0.16476560563
7316	84318	-0.124739474793
5879	23568	0.180531985715
1738	2109	-0.259600240916
5159	9368	-0.262143050377
409	9774	-0.266557061681
6160	6207	0.887970379695
4087	3066	0.151538530397
10073	11218	-0.216688657206
2175	26121	0.133319173057
80279	23376	-0.464331023392
84967	6634	0.485627037933
6045	84248	0.599154293215
975	6155	0.172106127548
10014	7037	-0.0840676056534
2100	6166	-0.143784198476
10254	26994	0.558283003476
4899	56658	0.291166658054
8451	9169	0.562111164009
7133	7132	0.496961061154
9444	8939	0.457613398225
2961	9871	-0.183136480781
4839	6193	0.439451865865
6733	8926	0.478270956103
595	5000	-0.0763160486176
2624	161882	0.202335852793
10534	10963	0.181331119503
55832	1832	0.605972941039
11140	1428	0.133367974287
10963	9132	-0.203590704374
125476	93973	-0.383630252281
26229	9554	-0.375015242264
7529	8729	0.213005707666
10987	387103	0.302217305976
7316	548644	0.0987802321589
7534	9775	0.133148550004
118460	51079	0.264597659995
29978	9406	0.0437210158078
9400	9401	0.34454515914
26240	116541	0.206440650901
57410	144108	-0.424725712463
57154	3945	-0.0928011436271
11128	171568	-0.318509711486
7316	6894	-0.221742351076
10189	2072	-0.651311466474
355	8837	0.331316336574
8453	4925	0.048312672427
9039	51506	-0.289852134962
10921	10197	-0.298405636182
1855	4734	-0.6209533328
6181	6224	0.869514479563
8087	55833	0.180260059485
51474	525	0.0161408286241
3608	6125	0.348717918538
57520	58525	0.0205611506529
7430	57716	-0.0491109510506
6262	5500	0.110110208541
5825	10452	-0.57479231303
7316	2149	-0.263704519599
84687	5499	-0.0562736491805
1741	324	-0.192867335106
4899	55721	0.310310657968
9531	7264	-0.093214434578
6628	50628	-0.0146945078455
5335	5921	0.308647414758
55573	6238	-0.182050661798
5196	3949	-0.0275509183833
5894	598	-0.0809995148075
55466	10962	0.0339636843561
4303	4089	0.297057806474
4869	498	0.241893740881
10059	51024	-0.332781908826
3563	10110	-0.017951932132
27005	57673	0.188464906207
1514	7917	0.109909673204
55832	10527	0.734040087256
54715	23201	0.096192147924
7316	23456	-0.375799728295
6155	6229	0.76163141302
23636	3836	-0.0373988987549
2130	5359	-0.152297029572
7316	129831	-0.222495391017
3320	2058	0.128484360241
7879	57403	0.444951149799
6613	26156	0.365353014762
25978	115416	-0.32630615304
64175	3267	-0.325717263636
2055	57447	0.0605166232601
3320	10420	0.0468064474201
6119	79026	-0.473814107619
64210	23041	-0.029781801194
5071	3313	-0.13855542139
3566	9655	0.239228694811
65082	55823	0.158900931834
1080	8773	-0.0592221189539
6780	9520	0.459050507688
815	9232	-0.315923706936
6464	2064	0.0613933146071
51547	55037	-0.0915564745816
4899	84446	0.117523934661
84661	10565	-0.463772104529
26259	729873	0.188454191016
2335	4301	-0.0365771414014
25843	4171	0.0487538793805
7189	2081	0.773137015297
7316	1825	-0.0782762528276
4193	931	0.0693176738308
1994	151636	-0.000242772355287
51547	8237	-0.141774769763
2120	2885	-0.135600067836
10482	79711	0.0250904796556
1676	9958	0.241325210448
813	54938	-0.588848030011
58517	989	0.270100091395
6492	3320	0.00290073163083
51194	1810	0.561596792501
1815	7316	0.268823675254
51547	8939	-0.646042059927
1994	7358	0.262918010714
79753	54819	0.038610917115
6840	6709	0.541945655268
2885	3329	-0.0678810827354
9924	6147	-0.0487157156159
773	439	-0.140403730006
1994	23254	-0.145255204555
6993	125950	0.157631290534
7316	81559	0.200461660177
84955	8449	-0.0211176356892
8503	5859	-0.190569851476
3066	4233	-0.0575690408365
6601	5978	0.339578998079
1017	6748	-0.462155454213
7157	2648	0.00810364379255
6462	6717	0.100985903715
253980	5425	0.434109146107
3753	3757	0.033375424883
2099	1051	0.297981771811
6117	10949	0.0143150442758
9113	10413	0.611658723641
3479	3490	0.156976819405
6613	7037	-0.360804458727
3791	7316	-0.0611463731084
10127	51282	0.362748042605
7316	392490	0.0464471842157
5111	5984	0.579041219275
9513	9908	-0.0834145804787
26284	91137	-0.654944985282
7316	399664	-0.147071183126
6613	1643	-0.145908178127
8767	115207	-0.0473427819816
6688	4841	-0.290686832443
4899	54890	0.0106538092968
55869	1612	-0.0618190204084
197342	57697	0.236546496199
11051	65991	-0.417372611115
10980	3312	-0.160677286352
2671	10920	0.0282389031875
3676	2130	-0.344831250939
11236	3638	0.0698041506026
5501	24149	-0.0442899334194
7316	168417	0.062402277943
6280	6279	0.88400038392
4609	23085	0.0584799566222
4919	23515	0.696238159475
10284	6428	0.103350595364
7874	7341	-0.250353519914
4091	5284	0.0925936548201
7316	545	-0.385871602393
9092	51504	0.68611612548
8932	1786	-0.088481464168
6612	5834	0.0034320393051
10252	868	0.24292703604
8452	4976	0.450058007866
4899	23137	-0.0222363384262
149951	54951	0.00506299050207
8161	64837	-0.106059420326
348	56172	0.0119064969805
7415	51366	-0.0878065091493
23586	5579	0.249279111751
3178	4792	0.0875966811195
9092	22938	-0.0121630256062
6117	11021	0.0649996551972
7014	255426	-0.0491955860991
56254	3018	0.0819913452245
3216	5359	0.250383908685
7316	64750	-0.388855793506
11051	3066	0.147394097923
5997	2776	-0.0118596197735
9958	9097	0.454984685332
7316	115353	0.191601473938
5747	4193	0.300207841155
401036	292	-0.181514555918
10226	90678	0.144806221419
6780	3329	0.191212897935
51141	6184	-0.115446447906
1994	4067	-0.19514708213
6612	2547	0.208099276363
27229	2010	-0.62909044817
27043	1387	-0.513508356726
998	10071	0.222057550885
27185	7204	0.394056442785
4899	9667	0.283776833919
9049	64581	-0.161675000297
6597	60	-0.37785976828
7322	2060	-0.20411225863
5105	85366	-0.0441056107294
6801	10574	-0.506439218462
373509	5825	-0.132537009086
7316	54997	0.0993127782915
246330	7334	-0.470566665465
84246	5434	0.526076733255
83932	3303	-0.178813923363
55068	1937	0.25168290084
10522	1385	-0.576942862481
23394	6601	0.412904112226
51619	10210	-0.283138126306
8452	5936	-0.270764763525
55738	10987	0.186150511381
7514	23636	0.229154131409
1956	54863	0.147580159751
10987	92799	-0.0970424103524
6230	55720	-0.310373036682
6905	5836	-0.309635614056
64210	6836	-0.044162831638
7415	1019	0.246555063579
6229	51065	0.456303046623
9656	9967	0.421232111137
5830	1610	0.014125574702
6304	6612	-0.146599264323
126119	6595	-0.521070226475
7316	171023	-0.221851529429
23029	10940	-0.0705687020732
5261	2194	-0.0343176803688
7157	10969	0.000992789949583
8841	81887	0.385820797463
84681	351	-0.205860363447
6502	4998	0.369542870011
10598	3320	0.377817501851
10250	9129	0.0310252741172
213	60684	-0.0817002245633
3674	1280	-0.15700508367
4734	7322	-0.274075186877
387082	10935	0.0183051120289
26270	1933	0.0610083867885
4093	10903	0.310709452268
4809	2547	0.606947006635
7316	79097	0.00935431895851
4163	3376	0.0517551728568
7936	58509	0.454679994506
8019	8089	0.292847800275
6456	867	-0.0356832529594
3263	8626	-0.292936555116
57085	10399	0.312246243894
342371	84632	0.432283563341
1822	23145	0.0879100114012
8945	63967	0.236036887686
4438	7411	-0.0188855141943
6198	8667	-0.0534297415308
55643	1017	-0.232013486611
154	498	-0.104270236586
1026	9685	-0.0498298841492
54715	3185	-0.458211851609
10049	10013	-0.388790437771
1642	55626	0.396353781337
27339	112399	-0.291682916786
115426	5788	0.296101636584
84708	57449	0.146554970532
5704	5689	0.467181143756
1994	56256	-0.354410069433
5424	54521	-0.493892313118
55294	29079	0.0587915134735
9380	5746	-0.0321796296791
6598	861	-0.25917401945
4719	374291	-0.699537637746
9978	3312	-0.196205585943
2869	26056	0.17855295239
8061	58189	0.351442741915
7316	162962	-0.374483268924
6045	1314	0.600586602045
2783	54331	-0.481303818999
23410	2896	0.205424473645
4087	55599	0.246419028231
5888	9093	0.267603077601
7846	526	0.161243270703
51035	10075	-0.714954781511
4615	6850	0.277361386733
1398	79834	0.509864474353
1020	1027	-0.268393557783
60312	5578	0.496851697653
2146	5468	-0.0979827035117
8726	6229	0.197688325336
7316	3249	-0.0885684021196
7316	85444	-0.144608459174
114790	6794	0.518215316776
367	27030	0.30423740585
5553	84060	-0.193143367369
10537	7260	-0.0451419523049
2034	9439	0.0514266583529
84557	9667	0.25536085887
7316	7579	-0.101628542159
4735	1314	0.485737965242
2845	4776	0.165122622809
5460	7316	0.202311074368
2033	2115	0.130064275248
6303	8525	0.123288659291
3181	26517	0.050156596255
6461	6714	0.232951257921
7337	9522	0.585480300623
7316	6711	-0.20460943269
7157	5110	-0.0592024879057
355	7329	-0.22879322601
7415	220042	0.00606845924518
613	2242	0.196172043879
2130	25941	-0.148231524068
2197	6203	0.886896845451
1432	2872	-0.012111651456
30011	8761	-0.148514196749
9531	51527	0.1799795524
9759	23411	0.356385591934
24148	10594	-0.27112568938
9868	57506	0.0777557620702
5933	1875	0.272032276124
7316	58489	0.0718929875251
6733	25901	-0.190068969864
51530	30844	-0.267060250271
114818	27161	-0.0658571136687
26973	57510	0.0636247891051
904	4155	0.485008809999
1432	1385	0.425372956998
10592	5339	0.136549853733
4790	23118	0.303235271875
4116	10450	0.621713458608
10325	64121	0.209044708458
4188	51298	0.148741217107
5528	8500	-0.0619366718356
5378	7316	-0.241066901099
8649	10153	0.197505692995
10188	2167	-0.12108970066
79648	23028	-0.156708390309
23524	84305	-0.488567626319
5979	1796	0.0620615518289
7316	122060	-0.12241427946
1207	7411	0.345845954531
10397	293	0.118140065696
6147	6132	0.826204792956
23165	10474	-0.534303054857
6996	5914	-0.18130803256
3329	23352	-0.144799715829
8945	994	-0.272589047789
11140	2017	0.542531727719
1024	9477	0.166436027518
400569	9862	0.165683835855
7414	7846	0.580394653645
9577	10128	-0.175910081507
6134	6132	0.793682996677
7316	92906	-0.315632284318
23476	8350	-0.0285716941243
25	5925	0.482310736477
7316	7879	0.0252782105395
7341	7706	-0.372124024385
8773	134957	0.326112803548
79727	24138	-0.0136511158766
4899	55250	-0.0220451731645
1994	2296	-0.261098011283
93380	4714	-0.407893239079
6613	644	0.08636875801
54948	80775	0.355854969179
648	6263	0.033775325027
5352	6152	-0.27820137703
60496	30844	0.119357791499
6622	55031	-0.113938699464
5906	2782	0.104390686357
4869	10549	0.278941778032
5062	7052	0.20216788355
23405	113115	-0.0314882711325
57154	3622	-0.254788384062
84733	6322	0.133832783334
5356	988	0.314526374457
3265	8036	-0.555126240772
9540	3014	0.0837873213373
3636	6175	0.0849706544838
6850	5587	-0.0226782685239
1994	387893	0.0508809300984
5501	351	-0.0212365942006
51547	6122	0.484067733707
4067	84705	-0.257524829934
26270	26123	-0.157617211398
5728	10813	-0.170041195562
408	26153	0.0637879967898
7157	55197	0.00305884335792
25836	5538	-0.0167475740903
5914	6477	-0.122484007116
9099	115992	0.268864566524
4999	84515	0.68979536572
7316	2629	0.203344919995
6657	6595	0.127082301962
7316	10942	0.12342169699
1459	5356	-0.0938983285425
122769	50813	-0.0537981795538
324	8658	0.639350513815
27342	26088	0.404767186793
596	149428	0.498409335635
4830	58497	-0.300233068358
7316	9882	-0.260599046158
4193	2235	0.200689661648
7316	29919	0.169634330038
4171	4174	0.433891667559
5515	4215	-0.262257263189
672	8805	0.37557299535
4087	23557	-0.194746223789
6500	26234	0.140636400499
660	5058	0.13427078439
7316	84067	0.224414040916
